type,title,country,date_added,release_year,rating,duration,listed_in,duration_minutes,rating_encoded,genres,Cluster
Movie,Once Upon a Time in America,"Italy, United States","September 1, 2021",1984,R,229 min,"Classic Movies, Dramas",229,8,"['Classic Movies', 'Dramas']",4
Movie,Open Season 2,"United States, Canada","September 1, 2021",2008,PG,76 min,"Children & Family Movies, Comedies",76,6,"['Children & Family Movies', 'Comedies']",4
Movie,Osmosis Jones,United States,"September 1, 2021",2001,PG,95 min,"Action & Adventure, Children & Family Movies, Comedies",95,6,"['Action & Adventure', 'Children & Family Movies', 'Comedies']",4
Movie,Poseidon,United States,"September 1, 2021",2006,PG-13,98 min,"Action & Adventure, Dramas",98,7,"['Action & Adventure', 'Dramas']",4
Movie,Rhyme & Reason,United States,"September 1, 2021",1997,R,89 min,"Documentaries, Music & Musicals",89,8,"['Documentaries', 'Music & Musicals']",3
Movie,Same Kind of Different as Me,United States,"September 1, 2021",2017,PG-13,120 min,"Dramas, Faith & Spirituality",120,7,"['Dramas', 'Faith & Spirituality']",4
Movie,School of Rock,"United States, Germany","September 1, 2021",2003,PG-13,110 min,"Comedies, Music & Musicals",110,7,"['Comedies', 'Music & Musicals']",4
Movie,Snervous Tyler Oakley,United States,"September 1, 2021",2015,PG-13,83 min,"Documentaries, LGBTQ Movies",83,7,"['Documentaries', 'LGBTQ Movies']",3
Movie,Tears of the Sun,United States,"September 1, 2021",2003,R,121 min,"Action & Adventure, Dramas",121,8,"['Action & Adventure', 'Dramas']",4
Movie,The Blue Lagoon,United States,"September 1, 2021",1980,R,105 min,"Dramas, Romantic Movies",105,8,"['Dramas', 'Romantic Movies']",4
Movie,The Golden Child,United States,"September 1, 2021",1986,PG-13,94 min,"Action & Adventure, Comedies",94,7,"['Action & Adventure', 'Comedies']",4
Movie,The Guns of Navarone,"United Kingdom, United States","September 1, 2021",1961,TV-14,156 min,"Action & Adventure, Classic Movies",156,9,"['Action & Adventure', 'Classic Movies']",4
Movie,The Interview,United States,"September 1, 2021",2014,R,112 min,"Action & Adventure, Comedies",112,8,"['Action & Adventure', 'Comedies']",4
Movie,The Nutty Professor,United States,"September 1, 2021",1996,PG-13,95 min,"Comedies, Romantic Movies",95,7,"['Comedies', 'Romantic Movies']",4
Movie,The Nutty Professor II: The Klumps,,"September 1, 2021",2000,PG-13,107 min,"Comedies, Romantic Movies",107,7,"['Comedies', 'Romantic Movies']",4
TV Show,Turning Point: 9/11 and the War on Terror,,"September 1, 2021",2021,TV-14,1 Season,Docuseries,60,9,['Docuseries'],1
Movie,Welcome Home Roscoe Jenkins,United States,"September 1, 2021",2008,PG-13,114 min,Comedies,114,7,['Comedies'],4
Movie,In the Line of Fire,United States,"August 31, 2021",1993,R,129 min,"Action & Adventure, Classic Movies",129,8,"['Action & Adventure', 'Classic Movies']",4
TV Show,Sparking Joy,United States,"August 31, 2021",2021,TV-PG,1 Season,Reality TV,60,12,['Reality TV'],1
Movie,Untold: Crime & Penalties,,"August 31, 2021",2021,TV-MA,86 min,"Documentaries, Sports Movies",86,11,"['Documentaries', 'Sports Movies']",3
TV Show,Hometown Cha-Cha-Cha,,"August 29, 2021",2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",60,9,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",1
TV Show,The Ingenuity of the Househusband,,"August 29, 2021",2021,TV-G,1 Season,"International TV Shows, TV Comedies",60,10,"['International TV Shows', 'TV Comedies']",1
Movie,2 Alone in Paris,France,"August 28, 2021",2008,TV-MA,97 min,"Comedies, International Movies",97,11,"['Comedies', 'International Movies']",4
TV Show,Bread Barbershop,,"August 28, 2021",2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies",120,13,"[""Kids' TV"", 'TV Comedies']",1
Movie,Thimmarusu,India,"August 28, 2021",2021,TV-14,125 min,"Dramas, International Movies",125,9,"['Dramas', 'International Movies']",4
Movie,Wind River,"United Kingdom, Canada, United States","August 28, 2021",2017,R,107 min,"Dramas, Independent Movies",107,8,"['Dramas', 'Independent Movies']",4
Movie,C Kkompany,India,"August 27, 2021",2008,TV-14,127 min,"Action & Adventure, Comedies, International Movies",127,9,"['Action & Adventure', 'Comedies', 'International Movies']",4
TV Show,D.P.,", South Korea","August 27, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas",60,11,"['International TV Shows', 'TV Dramas']",1
TV Show,Deadly Sins,,"August 27, 2021",2002,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",60,11,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']",1
Movie,EMI: Liya Hai To Chukana Padega,India,"August 27, 2021",2008,TV-14,128 min,"Comedies, Dramas, International Movies",128,9,"['Comedies', 'Dramas', 'International Movies']",4
Movie,He's All That,,"August 27, 2021",2021,TV-14,92 min,"Comedies, Romantic Movies",92,9,"['Comedies', 'Romantic Movies']",4
TV Show,I Heart Arlo,,"August 27, 2021",2021,TV-Y7,1 Season,"Kids' TV, TV Comedies",60,14,"[""Kids' TV"", 'TV Comedies']",1
TV Show,King of Boys: The Return of the King,Nigeria,"August 27, 2021",2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",60,11,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",1
Movie,Koi Aap Sa,India,"August 27, 2021",2006,TV-14,135 min,"Comedies, Dramas, International Movies",135,9,"['Comedies', 'Dramas', 'International Movies']",4
Movie,Krishna Cottage,India,"August 27, 2021",2004,TV-14,124 min,"Action & Adventure, Horror Movies, International Movies",124,9,"['Action & Adventure', 'Horror Movies', 'International Movies']",4
Movie,Kucch To Hai,India,"August 27, 2021",2003,TV-14,136 min,"Dramas, International Movies, Thrillers",136,9,"['Dramas', 'International Movies', 'Thrillers']",4
Movie,Kyaa Kool Hai Hum,India,"August 27, 2021",2005,TV-MA,165 min,"Comedies, International Movies, Music & Musicals",165,11,"['Comedies', 'International Movies', 'Music & Musicals']",4
Movie,Kyaa Kool Hain Hum 3,India,"August 27, 2021",2016,TV-MA,124 min,"Comedies, International Movies",124,11,"['Comedies', 'International Movies']",4
Movie,Kyaa Super Kool Hain Hum,India,"August 27, 2021",2012,TV-MA,136 min,"Comedies, International Movies",136,11,"['Comedies', 'International Movies']",4
Movie,Kyo Kii... Main Jhuth Nahin Bolta,India,"August 27, 2021",2001,TV-14,150 min,"Comedies, International Movies, Sci-Fi & Fantasy",150,9,"['Comedies', 'International Movies', 'Sci-Fi & Fantasy']",4
Movie,"LSD: Love, Sex Aur Dhokha",India,"August 27, 2021",2010,TV-MA,112 min,"Dramas, Independent Movies, International Movies",112,11,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,India,"August 27, 2021",2008,TV-14,119 min,"Action & Adventure, International Movies, Music & Musicals",119,9,"['Action & Adventure', 'International Movies', 'Music & Musicals']",4
Movie,Once Upon a Time in Mumbaai,India,"August 27, 2021",2010,TV-14,133 min,"Dramas, International Movies, Music & Musicals",133,9,"['Dramas', 'International Movies', 'Music & Musicals']",4
Movie,Once Upon a Time in Mumbai Dobaara!,India,"August 27, 2021",2013,TV-14,142 min,"Dramas, International Movies, Music & Musicals",142,9,"['Dramas', 'International Movies', 'Music & Musicals']",4
Movie,Ragini MMS,India,"August 27, 2021",2011,TV-MA,93 min,"Horror Movies, International Movies",93,11,"['Horror Movies', 'International Movies']",4
Movie,Ragini MMS 2,India,"August 27, 2021",2014,TV-MA,113 min,"Horror Movies, International Movies",113,11,"['Horror Movies', 'International Movies']",4
TV Show,Rebellion,Ireland,"August 27, 2021",2016,TV-MA,2 Seasons,"International TV Shows, TV Dramas",120,11,"['International TV Shows', 'TV Dramas']",1
TV Show,RIDE ON TIME,,"August 27, 2021",2021,TV-PG,3 Seasons,"Docuseries, International TV Shows",180,12,"['Docuseries', 'International TV Shows']",1
Movie,SAS: Rise of the Black Swan,,"August 27, 2021",2021,R,124 min,"Action & Adventure, International Movies",124,8,"['Action & Adventure', 'International Movies']",4
Movie,Shootout at Lokhandwala,India,"August 27, 2021",2007,TV-MA,116 min,"Action & Adventure, Dramas, International Movies",116,11,"['Action & Adventure', 'Dramas', 'International Movies']",4
Movie,Shor In the City,India,"August 27, 2021",2011,TV-14,106 min,"Comedies, Dramas, Independent Movies",106,9,"['Comedies', 'Dramas', 'Independent Movies']",4
Movie,The Dirty Picture,India,"August 27, 2021",2011,TV-14,145 min,"Comedies, Dramas, International Movies",145,9,"['Comedies', 'Dramas', 'International Movies']",4
TV Show,Titletown High,,"August 27, 2021",2021,TV-14,1 Season,"Reality TV, Teen TV Shows",60,9,"['Reality TV', 'Teen TV Shows']",1
TV Show,EDENS ZERO,Japan,"August 26, 2021",2021,TV-14,1 Season,"Anime Series, International TV Shows",60,9,"['Anime Series', 'International TV Shows']",1
TV Show,Family Reunion,United States,"August 26, 2021",2021,TV-PG,4 Seasons,"Kids' TV, TV Comedies",240,12,"[""Kids' TV"", 'TV Comedies']",1
Movie,"Bob Ross: Happy Accidents, Betrayal & Greed",,"August 25, 2021",2021,TV-14,93 min,Documentaries,93,9,['Documentaries'],3
TV Show,Clickbait,,"August 25, 2021",2021,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",60,11,"['Crime TV Shows', 'TV Dramas', 'TV Mysteries']",1
TV Show,John of God: The Crimes of a Spiritual Healer,,"August 25, 2021",2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",60,11,"['Crime TV Shows', 'Docuseries', 'International TV Shows']",1
TV Show,Motel Makeover,,"August 25, 2021",2021,TV-14,1 Season,"International TV Shows, Reality TV",60,9,"['International TV Shows', 'Reality TV']",1
TV Show,Open Your Eyes,,"August 25, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",60,11,"['International TV Shows', 'TV Dramas', 'TV Mysteries']",1
TV Show,Post Mortem: No One Dies in Skarnes,,"August 25, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",60,11,"['International TV Shows', 'TV Comedies', 'TV Dramas']",1
Movie,Really Love,United States,"August 25, 2021",2020,TV-MA,95 min,"Dramas, Independent Movies, Romantic Movies",95,11,"['Dramas', 'Independent Movies', 'Romantic Movies']",4
Movie,The November Man,"United States, United Kingdom","August 25, 2021",2014,R,108 min,Action & Adventure,108,8,['Action & Adventure'],4
Movie,The Old Ways,United States,"August 25, 2021",2020,TV-MA,90 min,Horror Movies,90,11,['Horror Movies'],4
Movie,The River Runner,,"August 25, 2021",2021,TV-MA,86 min,"Documentaries, Sports Movies",86,11,"['Documentaries', 'Sports Movies']",3
Movie,The Water Man,United States,"August 25, 2021",2021,PG,92 min,"Children & Family Movies, Dramas",92,6,"['Children & Family Movies', 'Dramas']",4
TV Show,Wheel of Fortune,United States,"August 25, 2021",2019,TV-G,3 Seasons,Reality TV,180,10,['Reality TV'],1
Movie,Count Me In,United Kingdom,"August 24, 2021",2021,TV-MA,82 min,"Documentaries, Music & Musicals",82,11,"['Documentaries', 'Music & Musicals']",3
TV Show,Oggy Oggy,,"August 24, 2021",2021,TV-Y,1 Season,"Kids' TV, TV Comedies",60,13,"[""Kids' TV"", 'TV Comedies']",1
Movie,Untold: Caitlyn Jenner,,"August 24, 2021",2021,TV-PG,70 min,"Documentaries, LGBTQ Movies, Sports Movies",70,12,"['Documentaries', 'LGBTQ Movies', 'Sports Movies']",3
Movie,Boomika,,"August 23, 2021",2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers",122,9,"['Horror Movies', 'International Movies', 'Thrillers']",4
Movie,Boomika (Hindi),,"August 23, 2021",2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers",122,9,"['Horror Movies', 'International Movies', 'Thrillers']",4
Movie,Boomika (Malayalam),,"August 23, 2021",2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers",122,9,"['Horror Movies', 'International Movies', 'Thrillers']",4
Movie,Boomika (Telugu),,"August 23, 2021",2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers",122,9,"['Horror Movies', 'International Movies', 'Thrillers']",4
Movie,The Witcher: Nightmare of the Wolf,,"August 23, 2021",2021,TV-MA,84 min,"Action & Adventure, Anime Features",84,11,"['Action & Adventure', 'Anime Features']",4
TV Show,Manifest,United States,"August 21, 2021",2021,TV-14,3 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",180,9,"['TV Dramas', 'TV Mysteries', 'TV Sci-Fi & Fantasy']",1
TV Show,Comedy Premium League,,"August 20, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Comedies",60,11,"['International TV Shows', 'TV Comedies']",1
TV Show,Everything Will Be Fine,,"August 20, 2021",2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",60,11,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Comedies']",1
Movie,Gunshot,,"August 20, 2021",2018,TV-14,96 min,"Dramas, International Movies, Thrillers",96,9,"['Dramas', 'International Movies', 'Thrillers']",4
TV Show,Korean Cold Noodle Rhapsody,,"August 20, 2021",2021,TV-PG,1 Season,"Docuseries, International TV Shows",60,12,"['Docuseries', 'International TV Shows']",1
Movie,Man in Love,,"August 20, 2021",2021,TV-MA,115 min,"Dramas, International Movies, Romantic Movies",115,11,"['Dramas', 'International Movies', 'Romantic Movies']",4
Movie,Sweet Girl,United States,"August 20, 2021",2021,R,110 min,"Action & Adventure, Dramas",110,8,"['Action & Adventure', 'Dramas']",4
TV Show,The Chair,,"August 20, 2021",2021,TV-MA,1 Season,"TV Comedies, TV Dramas",60,11,"['TV Comedies', 'TV Dramas']",1
Movie,The Loud House Movie,,"August 20, 2021",2021,TV-Y7,88 min,"Children & Family Movies, Comedies, Music & Musicals",88,14,"['Children & Family Movies', 'Comedies', 'Music & Musicals']",4
Movie,A Faraway Land,,"August 19, 2021",2020,TV-PG,102 min,"Dramas, International Movies, Romantic Movies",102,12,"['Dramas', 'International Movies', 'Romantic Movies']",4
Movie,Like Crazy,United States,"August 19, 2021",2011,PG-13,91 min,"Dramas, Independent Movies, Romantic Movies",91,7,"['Dramas', 'Independent Movies', 'Romantic Movies']",4
Movie,Black Island,,"August 18, 2021",2021,TV-MA,105 min,"International Movies, Thrillers",105,11,"['International Movies', 'Thrillers']",4
Movie,Bombay,India,"August 18, 2021",1995,TV-14,135 min,"Dramas, International Movies, Romantic Movies",135,9,"['Dramas', 'International Movies', 'Romantic Movies']",4
TV Show,Go! Go! Cory Carson,United States,"August 18, 2021",2021,TV-Y,5 Seasons,Kids' TV,300,13,"[""Kids' TV""]",1
Movie,Memories of a Murderer: The Nilsen Tapes,,"August 18, 2021",2021,TV-MA,86 min,"Documentaries, International Movies",86,11,"['Documentaries', 'International Movies']",3
Movie,Nneka The Pretty Serpent,,"August 18, 2021",2020,TV-14,140 min,"Dramas, International Movies",140,9,"['Dramas', 'International Movies']",4
Movie,O Kadhal Kanmani,,"August 18, 2021",2015,TV-14,133 min,"Dramas, International Movies, Romantic Movies",133,9,"['Dramas', 'International Movies', 'Romantic Movies']",4
Movie,Out of my league,,"August 18, 2021",2020,TV-MA,92 min,"Comedies, Dramas, International Movies",92,11,"['Comedies', 'Dramas', 'International Movies']",4
Movie,Pahuna,"India, Nepal","August 18, 2021",2018,TV-PG,82 min,"Comedies, Dramas, International Movies",82,12,"['Comedies', 'Dramas', 'International Movies']",4
TV Show,The Defeated,,"August 18, 2021",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",60,11,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",1
Movie,The Secret Diary of an Exchange Student,,"August 18, 2021",2021,TV-14,97 min,"Comedies, International Movies, Romantic Movies",97,9,"['Comedies', 'International Movies', 'Romantic Movies']",4
Movie,Untold: Deal With the Devil,,"August 18, 2021",2021,TV-MA,78 min,"Documentaries, LGBTQ Movies, Sports Movies",78,11,"['Documentaries', 'LGBTQ Movies', 'Sports Movies']",3
TV Show,Mother Goose Club,United States,"August 16, 2021",2016,TV-Y,2 Seasons,Kids' TV,120,13,"[""Kids' TV""]",1
Movie,Walk of Shame,United States,"August 16, 2021",2014,R,94 min,"Comedies, Independent Movies",94,8,"['Comedies', 'Independent Movies']",4
TV Show,Rascal Does Not Dream of Bunny Girl Senpai,Japan,"August 15, 2021",2018,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",60,9,"['Anime Series', 'International TV Shows', 'Romantic TV Shows']",1
TV Show,The Creative Indians,India,"August 15, 2021",2020,TV-MA,1 Season,"Docuseries, International TV Shows",60,11,"['Docuseries', 'International TV Shows']",1
Movie,The Piano,"New Zealand, Australia, France, United States","August 15, 2021",1993,R,121 min,"Classic Movies, Dramas, Independent Movies",121,8,"['Classic Movies', 'Dramas', 'Independent Movies']",4
Movie,Unroyal,,"August 15, 2021",2020,TV-MA,97 min,"Dramas, International Movies",97,11,"['Dramas', 'International Movies']",4
TV Show,Winx Club,Italy,"August 15, 2021",2015,TV-Y7,2 Seasons,Kids' TV,120,14,"[""Kids' TV""]",1
Movie,Beckett,"Italy, Brazil, Greece","August 13, 2021",2021,TV-MA,110 min,Action & Adventure,110,11,['Action & Adventure'],4
TV Show,Brand New Cherry Flavor,United States,"August 13, 2021",2021,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",60,11,"['TV Dramas', 'TV Horror', 'TV Mysteries']",1
TV Show,Fast & Furious Spy Racers,United States,"August 13, 2021",2021,TV-Y7,5 Seasons,Kids' TV,300,14,"[""Kids' TV""]",1
TV Show,Gone for Good,France,"August 13, 2021",2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",60,11,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",1
TV Show,Grace and Frankie,United States,"August 13, 2021",2021,TV-MA,7 Seasons,"TV Comedies, TV Dramas",420,11,"['TV Comedies', 'TV Dramas']",1
TV Show,The Kingdom,Argentina,"August 13, 2021",2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",60,11,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",1
TV Show,Valeria,Spain,"August 13, 2021",2021,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",120,11,"['International TV Shows', 'Romantic TV Shows', 'Spanish-Language TV Shows']",1
